blinded_item_id,source_evidence_id,public_evidence_text,parent_context,context_available,length_bucket,sampling_stratum,is_retest,retest_group_id
CAL_0054,TIEBA_0097_U01,10分钟？还得看双方阵容吧，有一把我6级就做出来了。,10分钟？还得看双方阵容吧，有一把我6级就做出来了。,yes,medium,S005,false,
CAL_0055,NGA_0007_U03,我想体验一下新龙女的肉搏能力，选了10把，只有1把对面有个曙光，其余全是法师ad刺客，真给我打得人麻了。,大部分对局全是丢子在那隔着屏幕互相丢，不加入吧基本游戏体验还不如挂机，加入吧，又实在是觉得毫无交互体验，丢子能玩的海克斯太多了。我感觉很多丢子玩家对近战玩家的恶意来源于那些无脑钢，乱冲的近战导致游戏体验不好，但是前排尽职尽责挨打抗伤害的时候碰到那些瞎丢瞎玩的后排时又找谁说理去呢是吧。我想体验一下新龙女的肉搏能力，选了10把，只有1把对面有个曙光，其余全是法师ad刺客，真给我打得人麻了。现在只有js能带来愉悦，如果再来个裁决使将会是绝杀。,yes,long,S048,false,
CAL_0056,NGA_0094_U02,倒是我很好奇那种遇到拉克丝就拿的，那种队友不能4V5僵持住，基本就是路边一条。,炼金这种前排还有人喷，出个冰杖大面具剩下看阵容出防装，遇到那种不是人手控制阵容，只要不是海克斯烂到一定程度，基本伤害都不低，彩色导管、残忍、大魔王都能拿，金色辣椒油魄罗、银色扇巴掌、速度爆发都很适配。倒是我很好奇那种遇到拉克丝就拿的，那种队友不能4V5僵持住，基本就是路边一条。,yes,medium,S003,false,
CAL_0057,NGA_0058_U01,大法师基兰，打团没人管能恶心死你，给自己挂个大就上来自爆了,大法师基兰，打团没人管能恶心死你，给自己挂个大就上来自爆了，一波团打的久一点能开出来第三个大 昨天有一把大法师虚空裂隙，给我炸爽了,yes,medium,S049,false,
CAL_0058,NGA_0090_U03,全力寻找回归基本功,直接出 AD，R 扣掉或者拿来刷被动 全力寻找回归基本功,yes,short,S050,false,
CAL_0059,TIEBA_0034_U01,光头特别好刷评分，不知道为什么,光头特别好刷评分，不知道为什么,yes,short,S034,false,
CAL_0060,NGA_0035_U08,要说后面不好赢也是真的，杀太多了啊都会被针对,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,yes,medium,S028,false,
CAL_0061,NGA_0045_U03,而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。,就是垃圾 打10把能1把锻体局么？ 现在很多时候15级都到不了就被推平了 或者点了 而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。 如果装备加成多给几倍，锻体正常 那还有点说法，现在正常帽子装加那点属性 有屁用 到了锻体 都是大后期了 基本上都是互相秒了 那时候输出早就溢出了，比的就是先手 这海克斯垃圾就在于 他是纯数值的 但是前期又没数值，后期能感受点数值的时候 数值已经早就溢出了~,yes,long,S051,false,
CAL_0062,NGA_0035_U07,之后暴击不满补c44，暴击满了按需求补防装/饮血。,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。 装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。另外就是升级无尽了那首选肯定无尽啊。 第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。 第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。 之后暴击不满补c44，暴击满了按需求补防装/饮血。 要说后面不好赢也是真的，杀太多了啊都会被针对 比如输的那局，对面尤里卡提莫，我被单防了,yes,medium,S043,false,
CAL_0063,BILI_0027_U01,一、bug多 二、伤害溢出，节奏快，坦克没有生存空间 三、局外成长不平衡,一、bug多 二、伤害溢出，节奏快，坦克没有生存空间 三、局外成长不平衡,yes,medium,S038,false,
CAL_0064,NGA_0048_U03,我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了，娜美拿个虚空裂隙能秒人还有王法吗？ 我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死 还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙 对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,yes,medium,S052,false,
CAL_0065,TIEBA_0040_U05,所以才开始考虑在家挂着丢大的事,然后还是没带雪球的问题，中后期开始摸不到对面人了，有船长的e提莫的大还有莫甘娜，过去死了直接罚站了，所以才开始考虑在家挂着丢大的事,yes,short,S034,false,
CAL_0066,NGA_0007_U01,大部分对局全是丢子在那隔着屏幕互相丢，不加入吧基本游戏体验还不如挂机，加入吧，又实在是觉得毫无交互体验，丢子能玩的海克斯太多了。,大部分对局全是丢子在那隔着屏幕互相丢，不加入吧基本游戏体验还不如挂机，加入吧，又实在是觉得毫无交互体验，丢子能玩的海克斯太多了。我感觉很多丢子玩家对近战玩家的恶意来源于那些无脑钢，乱冲的近战导致游戏体验不好，但是前排尽职尽责挨打抗伤害的时候碰到那些瞎丢瞎玩的后排时又找谁说理去呢是吧。我想体验一下新龙女的肉搏能力，选了10把，只有1把对面有个曙光，其余全是法师ad刺客，真给我打得人麻了。现在只有js能带来愉悦，如果再来个裁决使将会是绝杀。,yes,long,S051,false,
CAL_0067,TIEBA_0090_U01,额，科技枪哪个单位的，不是单体吗,额，科技枪哪个单位的，不是单体吗，没法跟推推棒无终相提并论啊,yes,medium,S005,false,
CAL_0068,NGA_0020_U04,后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用，这把主要是掷骰羁绊来的早，锻体早，法穿cd啥的锻的多，对面也就一个特别肉，所以还能打动。3个大肉局躺平吧，普通法师等死就可以了，后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力。,yes,medium,S052,false,
CAL_0069,NGA_0048_U01,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了，娜美拿个虚空裂隙能秒人还有王法吗？ 我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死 还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙 对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,yes,long,S051,false,
CAL_0070,BILI_0010_U04,法师的装备大部分就是垃圾，以前辅助的炼金科技纯化器还在的时候，如果对面有回复，我压根不出鬼书，直接出这个,我认为法师的鬼书性价比是几个重伤里面最低的。最超模的当属凡性。现在ADC打肉无非就是出轻语+破败，但如果对面同时有肉+强回复，还可以凡性+破败，既能克制回复，又有一定打肉能力，属性也不亏。法师的装备大部分就是垃圾，以前辅助的炼金科技纯化器还在的时候，如果对面有回复，我压根不出鬼书，直接出这个。,yes,long,S008,false,
CAL_0071,NGA_0096_U02,没手法别玩,塞拉斯就是对面大招好出ap，不好出ad，没手法别玩，没了,yes,short,S050,false,
CAL_0072,NGA_0071_U04,后期和老龙女比就是一条区,新龙女就是下限高点因为q基础伤害高了 自带aoe等于半个提亚马特 W带个盾前期大家数值低的时候好用 后期和老龙女比就是一条区 毫无上限可言,yes,short,S047,false,
CAL_0073,TIEBA_0105_U02,卡萨丁开w平a也能吃1.0AD加成啊。,只会拉黑的唇沟，q是技能，卡萨丁的w是普攻啊？卡萨丁开w平a也能吃1.0AD加成啊。这你都分不清我懒得跟你解释了。你拿老鼠的AP加成举例，小鱼人有物转法是纯AP然后硬拿10穿甲，你老鼠出AD然后出法穿鞋有用？,yes,medium,S053,false,
CAL_0074,NGA_0024_U03,第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？,但能一队五个人三个人乱出忍不了了。第一个干的是剑圣。在对面开局俩肉进游戏三腰带，自己选接二连三的情况下，第一件掏了个收集者。第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？第三件金身是要防什么，对面这阵容需要你e进去开团吗？最后大虫子也干了。四下雪天能出全肉的啊，但凡黑屏的时候读读描述呢。唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,yes,medium,S052,false,
CAL_0075,BILI_0085_U01,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,yes,long,S054,false,
CAL_0076,NGA_0015_U01,有一把我们女警打团一点伤害都没有，点开tab看了一眼万瞄飓风的女警。,有一把我们女警打团一点伤害都没有，点开tab看了一眼万瞄飓风的女警。我公屏问了一句哥们你这装备有伤害吗，他就挂机骂我出装警察，娱乐模式还要指指点点，然后说自己无所谓输了就输了。后面我们4打5推到对面水晶他来了一句为什么不投降，看可能要赢了又自己走出来打打团。不清楚这种队友脑回路是什么样的，我也没教他出什么选什么海克斯也没言语骂他，如果这陈述事实也算骂人那我没得说了。虽然输了这把是真的爽，回归基本功巨杀缩小引擎的人马，对面还基本上是战士刺客，玩一把爽一年。,yes,medium,S052,false,
CAL_0077,TIEBA_0002_U01,基本没什么游戏体验 elo不谈 正常局都没什么体验 基本都是瞎玩,基本没什么游戏体验 elo不谈 正常局都没什么体验 基本都是瞎玩 我好友列表都是0在线，算是知道不打的原因了 这种moba游戏如果不是为了赢 我是不知道每天开一盘又一盘的原因是什么 累了，休息一个月再说,yes,medium,S055,false,
CAL_0078,TIEBA_0012_U01,问题是很多人各种花式送死完全没有什么快乐可言,问题是很多人各种花式送死完全没有什么快乐可言，输赢确实没那么重要，但你得玩的爽，即没伤害秒人也肉不起来挨打，更没有控制折磨对手，不知道那些人玩的什么意思,yes,medium,S019,false,
CAL_0079,NGA_0112_U01,你看看你这三救护车羁绊呢，羁绊也带回血,你看看你这三救护车羁绊呢，羁绊也带回血,yes,medium,S043,false,
CAL_0080,NGA_0006_U03,你要真是法师糕手天天拿大核下能兜底打输出上能找机会秒ad开团，那也没必要把自己划进春绿丢子一类 玩个丢子还给自己优越起来了？,丢子为什么现在自带贬义色彩，是因为玩这种东西的，就是体感畜的人多。你可以喷我隐藏分低ICU大乱斗，但我个人看下来就是会有包括但不限于 老鼠卡莎女枪等不看阵容(全队唯一ad/对面大肉没人处理)依旧出ap 四五个大件死活不掏大法穿 残疫爱好者 选个软辅出卢登 以为能c不做冰杖重伤 喜欢玩拉克丝豹女 海克斯还喜欢选由心及物，没事出两件蓝量装搞不好再带个大天使 沟槽的wegame评分伤害低承伤低蹭局势死的少然后盗mvpsvp 你要真是法师糕手天天拿大核下能兜底打输出上能找机会秒ad开团，那也没必要把自己划进春绿丢子一类 玩个丢子还给自己优越起来了？坦克要抓机会开团或者看阵容保后排反手，牺牲自己游戏体验来弥补团队短板提高团队胜率；战士刺客要看进场时机，什么时候该打一套拉开什么时候allin，操作要细不然伤害不一定够；adc更是被针对也是输出核心，就算被开指不定还能靠吸血拉扯继续输出。大家都在是在刀尖上操作的人，你丢子是个什么东西？预判中技能和走位躲技能也叫操作的话什么英雄不要操作？互丢局我还算你热血沸腾的对局，有前排的局不就是躲在前排后面丢对面？除了几个真能当英雄的法师，丢子就是前期上点压力，后期老实做功能性蹭局势。 看你那发言，丢子清兵还要考虑？兵线进塔就是丢子不干事。玩的那几个英雄也就木木泰坦能开团，也都是假坦克出全肉也脆的要死。你这种人我以前也碰到过两个，不看阵容只玩丢子，被冲脸杀了就说煞笔英雄纯靠数值一点操作都不需要，结果自己去玩轻装战士玩的像屎进去就死。 膈应心之钢是对的，无脑心之钢就是蠢。但是亚索胜率第11,yes,long,S040,false,
CAL_0081,NGA_0033_U01,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败，队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了 回归均值这一块真是让藤子玩明白了,yes,long,S051,false,
CAL_0082,BILI_0061_U01,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,yes,long,S039,false,
CAL_0083,NGA_0039_U04,不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。,你该不会是玩拉克丝被w缚地然后吃个雪球被背回去杀破防了吧。倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。就哪怕是上面说的那种开团的炼金，都基本能稳定换掉对面一个c，对单核阵容真的是毁灭打击，如果有开团前排让炼金打第二进场那很有可能炼金还能混个火。不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。以后秀理解问英雄的时候先去掌盟看眼胜率，胜率不会骗人。,yes,medium,S049,false,
CAL_0084,BILI_0090_U02,还是那句话，如果有吸血习性，裁决使，质变棱彩这种何必选升级狂妄,狂妄并非只有刺客能出，亚恒剑魔这种，控虽然不如个别一身控制的坦克多后续补个扇巴掌真的猛的要命。还是那句话，如果有吸血习性，裁决使，质变棱彩这种何必选升级狂妄。,yes,medium,S056,false,
CAL_0085,BILI_0071_U02,可怜主播的朋友们可以关注三连一下哦~,千万不要单排海克斯！！！！！！如果你还在单排海克斯可以看评论区置顶小群一起玩！！！千万不要单排大乱斗！！！可怜主播的朋友们可以关注三连一下哦~,yes,medium,S057,false,
CAL_0086,BILI_0007_U01,我要是一个人冲上去全解决了还要他们干嘛,确实，千万别一个人玩LOL，昨晚一把队友四个adc被人叼起来锤，然后开始发信号标记我装备，说我躲在后面干嘛，问题是，我是星妈啊！我要是一个人冲上去全解决了还要他们干嘛！说我不选前排要玩个屁用没有的星妈！奈何我满嘴的国粹打字打不出来，气得我直接下了去玩单机游戏了，后来两个朋友上号了才一起打了三四把，可以随便互相嘴臭，心情好多了。,yes,medium,S057,false,
CAL_0087,TIEBA_0003_U03,至于收集者就不评价了，有一件装备是它的原画镜像叫c44我觉得对于小火龙来说是第二把无尽,宁愿做红穿加重伤也不做绿穿吗？吸蓝刀回归耀光系后我已经无法理解做三相不做吸蓝刀了，更何况你这把还有升级无尽，你哪怕做狂妄／圆弧我也可以理解为你不爱做耀光系。至于收集者就不评价了，有一件装备是它的原画镜像叫c44我觉得对于小火龙来说是第二把无尽,yes,long,S058,false,
CAL_0088,TIEBA_0064_U01,先不说玩家蠢不蠢的问题，感觉跟他们玩的不是一个游戏。,先不说玩家蠢不蠢的问题，感觉跟他们玩的不是一个游戏。本人砖二，出装问题我都懒得吐槽了，就是思路和游戏理解严重有问题。屏蔽战绩的算怂的，都是一堆白银青铜的。说真的，不如高级人机。我当年白银的时候也没这么捞吧，吓人。,yes,medium,S005,false,
CAL_0089,TIEBA_0066_U01,就是想问一下大家，如果真的没有带雪球进来打这把对局，是否还有更优解,就是想问一下大家，如果真的没有带雪球进来打这把对局，是否还有更优解，批评和建议都会接受,yes,medium,S005,false,
CAL_0090,TIEBA_0061_U01,能不能来个神人解释一下为什么小火龙要出面具,能不能来个神人解释一下为什么小火龙要出面具，我真挺好奇小火龙出面具是谁教的,yes,medium,S005,false,
CAL_0091,BILI_0083_U01,出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,酸辣粉还低等吗？出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,yes,long,S054,false,
CAL_0092,NGA_0028_U03,让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局,目前450把，55%的胜率，很少有那种一胜一负的局，大部分情况都是赢就连着赢，输就连着输三把以上，想让你赢的时候，我人马开局来最终唤醒，对面八分就点，让你输的时候，进去看选人就知道这把如果海克斯不胡就是八分的局，大乱斗还能有人单排七八十连胜，海斗能二三十都不可思议了，海克斯变数太大，再唐的玩家海克斯胡了也能乱杀,yes,medium,S004,false,
CAL_0093,NGA_0005_U03,卡莎我算你还有黄昏和纳什魔切，卢登完转三进化，老鼠混伤怎么做？,我没见过ap米利欧？真给你幽默完了你出ap我不看伤害看什么，要看功能性不会出辅助装？你出ap装一把六神下来多少cd？全部技能服务一个踢皮球，你什么绝活哥q技能这么好中？ ad前期缩塔捡人头有什么问题？你倒是告诉我你怎么转型，卖装备不要钱？转型穿透你出法穿还是物穿？你把把红包雨？卡莎我算你还有黄昏和纳什魔切，卢登完转三进化，老鼠混伤怎么做？ 收收你的神通吧，真法师绝活哥估摸着在中路上分呢，大乱斗丢子还不混呢 坦克能开团，刺客能秒c，全都为战士ad提供环境收割，你丢子能干嘛？摸奖，混输出，站的比谁都后面，看到团不过就开始往家里跑。 搞搞清楚，不是不喜欢丢子所以说丢子混，是丢子混所以不喜欢丢子。你要是玩球女狐狸打团能控到对面ad一套带走，黄鸡维克托能收割战场，毛笔人火男团战技能爆炸伤害，这种我都不会说是丢子，开团盯着你开叫尊重。打个团只会站后面，闪现不是逃跑就是k头，技能只能打到上来冲你的前排还以为自己老有操作了，这叫丢子。这种人就是我牛头一个二连起来直接接ctrl3给你敲丧钟,yes,medium,S043,false,
CAL_0094,BILI_0018_U01,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验。从而给了不少人不错的体验吧，不用像排位那么执着输赢和技术，回归了开游戏就是想来把爽局。,yes,long,S054,false,
CAL_0095,TIEBA_0051_U05,太不激情了,刚好5个抖M+怂货碰一起了吧，我昨天也遇到这种队伍，对面有个拉克丝可以清线，打了20分钟才推完，太不激情了，打完直接睡觉了,yes,short,S034,false,
CAL_0096,TIEBA_0047_U01,基数大智障不就多,基数大智障不就多 加上胡了还有elo只要你不是ap出ad这种蠢到家都可以乱杀 能指望有几个正常人,yes,short,S034,false,
CAL_0097,TIEBA_0064_U05,我当年白银的时候也没这么捞吧，吓人。,先不说玩家蠢不蠢的问题，感觉跟他们玩的不是一个游戏。本人砖二，出装问题我都懒得吐槽了，就是思路和游戏理解严重有问题。屏蔽战绩的算怂的，都是一堆白银青铜的。说真的，不如高级人机。我当年白银的时候也没这么捞吧，吓人。,yes,medium,S019,false,
CAL_0098,BILI_0082_U01,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,yes,long,S033,false,
CAL_0099,NGA_0033_U02,队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了,两三百场的时候胜率在56左右，然后越来越低，最近一两个星期输麻了，四百场左右还有53胜率，现在每天都是赢两三把输五六把，昨晚更夸张八连败，一直熬到十二点多才断连败，队也越来越逆天，符文发的也越来越脑溢血，气得我直接不想上游戏了 回归均值这一块真是让藤子玩明白了,yes,medium,S004,false,
CAL_0100,BILI_0054_U01,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑。这就导致匹到的神人越来越多。把把感觉家里都有起码一个负作用的人。反倒是海克斯之类的我意见不大。因为我个人操作比较强。只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打。但是应付对面的同时还得防一手队友这种感觉太折磨了。海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事。玩个娱乐模式也像单双一样天天被神人折磨这一点是真的南蚌。,yes,medium,S059,false,
CAL_0101,NGA_0100_U01,这炼金真有用吗？,这炼金真有用吗？把把队友选这个然后团战相当于四打五输了，搁那苍蝇一个到处乱跑到后面都没人看他一眼,yes,short,S050,false,RT_CAL_0101
CAL_0102,BILI_0054_U04,但是应付对面的同时还得防一手队友这种感觉太折磨了,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑。这就导致匹到的神人越来越多。把把感觉家里都有起码一个负作用的人。反倒是海克斯之类的我意见不大。因为我个人操作比较强。只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打。但是应付对面的同时还得防一手队友这种感觉太折磨了。海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事。玩个娱乐模式也像单双一样天天被神人折磨这一点是真的南蚌。,yes,medium,S042,false,
CAL_0103,NGA_0054_U06,基本都能爽到,反正我玩莉莉亚都很难受 对面不是一堆丢子就是一堆控制 根本进不去 但是总能赢 我朋友玩莉莉亚就能遇到正常肉搏局，基本都能爽到,yes,short,S047,false,
CAL_0104,TIEBA_0005_U01,除特殊adc，第一件都是荒野剑，因为感觉数值最高，后面跟大穿无尽,除特殊adc，第一件都是荒野剑，因为感觉数值最高，后面跟大穿无尽，这里的特殊adc是云阿那，第一件飓风，后续补攻速。挺多人说c44是好装备，但我不知道在哪出，前期后期出感觉会没攻速。除非升级，不然不出收集者,yes,medium,S053,false,
CAL_0105,NGA_0119_U02,好歹摸到人真的有伤害，,奥拉夫还是比这俩强的，好歹摸到人真的有伤害，胜率也比这俩高不少,yes,short,S050,false,
CAL_0106,NGA_0026_U01,昨天有四把脑溢血，一把是被对面当猪杀了最后人头比是十几比六十多，队友就是不投。,昨天有四把脑溢血，一把是被对面当猪杀了最后人头比是十几比六十多，队友就是不投。一把队友抢我五杀，四杀之后对面满血来我面前送给我，然后有个队友就过来给我抢了，我技能放完在慢慢a妖姬过来就是一套丝滑连招给我抢了，然后还亮个表情。一把队友剑魔，出门打了几波团剑魔一个人头没捞到，然后来了句人头你们都拿你们发育起来你们c然后就在后面玩泥巴，不打架不挂机，就挂在后面吃经验吃血包，恶心死我了。最脑溢血的是第八连败，明明能赢的，对面先死一个，然后我们劣势打赢团了，杰斯四杀，我们这边就我死了，剩四个残血，推到基地还剩一半血对面最先死的复活了，然后杰斯带着剩下三个冲泉水要拿五杀，冷知识，一波团最先死的复活又被杀是不算五杀的然后四个人一起送了泉水，然后对面抱团推过来一波带走。最后赢的那把应该算是福利局，对面跟人机一样，一点反抗都没有八分多钟就点了。,yes,medium,S060,false,
CAL_0107,TIEBA_0042_U01,吸血鬼的强度在于w的冷却,吸血鬼的强度在于w的冷却，不好度过前期，到后期该打不过的还是打不过,yes,short,S007,false,
